component,worker,rank,source_file,line_number,raw_log_line_pattern,candidate_metric_name,value,timestamp,metric_scope_interpretation,classification,source_kind,unit,avg,min,max,p50,p90,p95
prefill,694d9fdfb4d8ee13,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,546,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,5.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.1201,0.0,5.0,0.0,0.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,547,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,5.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.1201,0.0,5.0,0.0,0.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,548,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,5.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.1201,0.0,5.0,0.0,0.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,549,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2727,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,550,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2727,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,551,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2728,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,552,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2727,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,553,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2723,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,554,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2727,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,555,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2727,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,556,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,5.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2727,0.0,5.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,557,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3604,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,558,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3603,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,559,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3603,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,560,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3604,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,561,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3603,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,562,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3603,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,563,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3603,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee13,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,564,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,4.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3603,0.0,4.0,0.0,1.0,1.0
prefill,694d9fdfb4d8ee15,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,565,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,566,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,567,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,568,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,569,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,570,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,571,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,572,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,573,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,574,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,575,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,576,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,577,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,578,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,579,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,580,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,613,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,614,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,615,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,616,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,617,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,618,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,619,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,620,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,621,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,622,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,623,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,624,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,625,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,626,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,627,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee13,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,628,Metric=sglang:pending_prealloc_token_usage; Description=The token usage for pending preallocated tokens (not preallocated yet).,sglang:pending_prealloc_token_usage,0.0,,The token usage for pending preallocated tokens (not preallocated yet).,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
prefill,694d9fdfb4d8ee15,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,805,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,806,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,807,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,808,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,809,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,810,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,811,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee15,tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,812,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.87,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0518,0.0,0.87,0.0,0.19,0.34
prefill,694d9fdfb4d8ee13,tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,813,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0695,0.0,0.74,0.0,0.25,0.44
prefill,694d9fdfb4d8ee13,tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,814,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0696,0.0,0.74,0.0,0.25,0.44
prefill,694d9fdfb4d8ee13,tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,815,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0695,0.0,0.74,0.0,0.25,0.44
prefill,694d9fdfb4d8ee13,tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,816,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0696,0.0,0.74,0.0,0.25,0.44
prefill,694d9fdfb4d8ee13,tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,817,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0696,0.0,0.74,0.0,0.25,0.44
prefill,694d9fdfb4d8ee13,tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,818,Metric=sglang:token_usage; Description=The token usage.,sglang:token_usage,0.74,,The token usage.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0697,0.0,0.74,0.0,0.25,0.44
